#{"t_start": 1752056778.3082104, "env_id": "MultiInventory-v0"}
r,l,t
-12.27,30,134.73124
-13.9,30,134.767051
-13.09,30,134.803271
-12.28,30,134.836159
-12.98,30,134.869426
-13.56,30,134.904887
-13.37,30,134.937997
-13.87,30,134.970837
-14.46,30,135.004282
-11.96,30,135.040789
-14.12,30,135.07775
-13.61,30,135.111901
-13.68,30,136.783295
-14.35,30,136.814849
-13.49,30,136.850708
-12.83,30,136.883055
-10.88,30,136.918381
-13.62,30,136.951346
-12.07,30,136.985255
-14.46,30,137.020634
-14.0,30,137.054934
-13.59,30,137.091736
-13.23,30,137.127521
-12.68,30,137.16432
-12.03,30,137.199676
-13.63,30,137.234206
-12.82,30,137.268526
-14.72,30,137.304188
-12.9,30,137.337025
-13.2,30,137.368124
-13.53,30,137.400136
-13.44,30,137.432673
-12.57,30,137.466562
-13.77,30,137.501432
-12.81,30,137.53724
-13.76,30,137.573591
-11.59,30,137.605444
-14.05,30,137.638073
-12.55,30,137.673371
-13.72,30,137.706375
-13.75,30,137.744102
-13.08,30,137.777759
-13.09,30,137.81538
-13.89,30,137.847859
-12.98,30,137.881524
-13.33,30,137.915825
-12.36,30,137.951311
-14.66,30,137.984072
-13.72,30,138.020395
-11.67,30,138.058155
-13.5,30,138.093966
-14.09,30,138.126454
-13.72,30,138.158439
-12.11,30,138.192555
-11.79,30,138.226202
-12.61,30,138.258495
-13.33,30,138.291068
-13.55,30,138.321713
-13.76,30,138.356473
-13.84,30,138.388139
-13.92,30,138.420282
-14.27,30,138.45401
-13.47,30,138.485736
-12.42,30,138.518267
-12.04,30,138.549671
-11.67,30,138.591955
-13.4,30,138.637735
-13.4,30,138.676067
-12.7,30,138.713777
-14.78,30,138.751997
-13.13,30,138.787031
-13.67,30,138.825638
-13.04,30,138.857963
-14.32,30,138.892338
-11.48,30,138.927799
-12.44,30,138.963583
-13.73,30,138.997484
-14.63,30,139.033736
-14.02,30,139.065881
-13.89,30,139.098156
-12.27,30,140.657439
-12.8,30,140.69539
-12.63,30,140.732257
-13.56,30,140.771408
-13.97,30,140.803849
-13.54,30,140.835949
-14.26,30,140.868022
-12.0,30,140.900359
-13.98,30,140.932082
-11.68,30,140.967351
-13.36,30,141.005598
-12.43,30,141.037985
-12.65,30,141.070358
-14.48,30,141.103787
-14.76,30,141.137659
-14.36,30,141.172488
-13.3,30,141.209211
-13.18,30,141.242913
-12.32,30,141.274977
-13.96,30,141.310278
-13.63,30,141.347263
-12.86,30,141.379429
-11.92,30,141.412151
-13.01,30,141.446044
-12.84,30,141.479173
-14.13,30,141.513297
-12.71,30,141.549379
-14.69,30,141.583004
-12.9,30,141.620708
-14.04,30,141.657137
-13.08,30,141.698897
-12.27,30,141.740655
-14.27,30,141.78312
-13.97,30,141.817982
-12.96,30,141.853461
-12.38,30,141.888822
-14.17,30,141.924211
-12.94,30,141.959463
-11.73,30,141.993494
-12.86,30,142.027036
-12.48,30,142.0608
-12.87,30,142.095701
-11.58,30,142.127792
-11.62,30,142.166992
-13.59,30,142.201124
-12.79,30,142.232315
-13.36,30,142.264026
-13.97,30,142.295205
-13.57,30,142.326031
-13.22,30,142.359931
-14.59,30,142.392912
-13.79,30,142.425822
-13.46,30,142.463384
-12.97,30,142.497056
-13.51,30,142.529473
-11.96,30,142.567108
-12.64,30,142.602462
-14.49,30,142.636068
-13.53,30,142.676265
-13.47,30,142.711672
-13.21,30,142.745929
-13.09,30,142.778147
-10.85,30,142.811347
-13.83,30,142.84888
-13.41,30,142.881357
-12.92,30,142.912044
-14.09,30,142.946893
-13.67,30,142.984048
-12.24,30,144.567058
-13.56,30,144.601118
-14.04,30,144.637743
-12.85,30,144.67649
-13.59,30,144.711741
-13.09,30,144.747914
-13.27,30,144.78057
-14.04,30,144.816243
-12.49,30,144.855687
-13.07,30,144.889944
-13.28,30,144.932454
-13.37,30,144.968235
-13.39,30,145.001574
-13.77,30,145.033194
-12.27,30,145.06602
-14.14,30,145.100549
-13.31,30,145.135704
-14.18,30,145.169647
-13.69,30,145.202192
-14.58,30,145.238777
-14.05,30,145.273668
-13.92,30,145.30983
-12.82,30,145.345764
-14.55,30,145.379364
-14.53,30,145.418152
-12.12,30,145.451487
-12.31,30,145.485994
-12.18,30,145.522606
-13.85,30,145.557149
-12.96,30,145.588758
-14.4,30,145.622057
-12.81,30,145.656356
-13.63,30,145.692368
-13.58,30,145.725649
-13.13,30,145.758658
-11.91,30,145.789507
-13.75,30,145.823695
-13.65,30,145.856021
-13.15,30,145.887286
-13.06,30,145.925024
-13.82,30,145.960925
-13.57,30,145.995565
-13.59,30,146.02754
-13.69,30,146.062959
-14.2,30,146.096909
-11.06,30,146.131759
-12.23,30,146.167401
-14.17,30,146.208435
-11.46,30,146.24109
-13.48,30,146.275526
-14.08,30,146.308612
-13.63,30,146.342859
-13.23,30,146.375132
-14.87,30,146.409169
-13.92,30,146.441619
-13.81,30,146.473797
-13.45,30,146.501991
-12.07,30,146.532266
-13.42,30,146.562508
-12.9,30,146.594616
-11.36,30,146.623179
-14.2,30,146.66252
-13.58,30,146.69956
-13.32,30,146.738687
-13.61,30,146.775806
-13.25,30,146.809633
-12.2,30,146.845583
-11.96,30,146.87744
-12.79,30,148.486695
-13.6,30,148.520856
-14.11,30,148.556108
-13.51,30,148.590697
-14.64,30,148.626014
-13.02,30,148.660172
-13.66,30,148.693566
-14.61,30,148.725668
-12.68,30,148.761574
-12.45,30,148.798367
-13.13,30,148.835109
-12.57,30,148.868803
-12.39,30,148.906063
-13.57,30,148.940114
-13.55,30,148.974664
-12.95,30,149.006444
-13.24,30,149.039842
-13.85,30,149.074291
-13.7,30,149.109288
-13.01,30,149.144828
-14.26,30,149.181082
-13.87,30,149.215466
-13.8,30,149.247568
-11.99,30,149.280723
-13.03,30,149.313801
-14.11,30,149.346255
-12.94,30,149.377862
-13.68,30,149.410652
-14.17,30,149.445176
-13.92,30,149.481619
-13.01,30,149.51818
-13.22,30,149.552667
-12.7,30,149.586799
-12.99,30,149.621467
-14.38,30,149.654766
-13.7,30,149.686491
-13.2,30,149.722577
-14.13,30,149.759364
-13.94,30,149.796398
-12.18,30,149.829775
-13.9,30,149.861532
-12.99,30,149.895121
-13.49,30,149.928021
-13.45,30,149.961526
-13.72,30,149.996206
-12.2,30,150.03275
-13.32,30,150.070878
-13.43,30,150.108712
-13.84,30,150.1407
-13.02,30,150.173578
-12.99,30,150.205487
-13.72,30,150.243016
-13.49,30,150.277933
-12.37,30,150.312691
-13.47,30,150.348382
-13.73,30,150.381844
-13.82,30,150.415039
-13.77,30,150.446266
-13.69,30,150.47943
-12.33,30,150.513765
-13.34,30,150.552149
-13.83,30,150.59093
-14.02,30,150.625403
-13.99,30,150.65955
-12.27,30,150.701499
-12.72,30,150.742454
-14.63,30,150.775672
-13.3,30,150.813546
-11.56,30,150.850482
-13.01,30,152.457469
-12.68,30,152.491691
-13.46,30,152.523401
-14.1,30,152.557353
-13.79,30,152.59058
-13.11,30,152.623915
-14.24,30,152.656199
-13.82,30,152.691303
-13.41,30,152.725886
-12.43,30,152.758246
-13.38,30,152.791734
-13.29,30,152.825842
-13.34,30,152.858726
-12.5,30,152.895096
-13.52,30,152.933133
-12.73,30,152.967011
-12.89,30,153.006252
-13.44,30,153.045965
-12.41,30,153.078939
-13.52,30,153.113249
-12.65,30,153.145899
-13.4,30,153.182605
-14.4,30,153.216163
-13.88,30,153.253727
-13.89,30,153.295895
-14.19,30,153.331288
-12.63,30,153.363778
-14.25,30,153.399836
-13.32,30,153.435373
-12.91,30,153.469584
-13.86,30,153.525025
-13.43,30,153.562847
-11.72,30,153.595981
-14.83,30,153.629843
-14.24,30,153.668903
-13.05,30,153.702768
-13.2,30,153.738022
-13.75,30,153.773742
-13.81,30,153.81016
-13.75,30,153.842595
-13.59,30,153.877584
-12.16,30,153.91623
-13.07,30,153.94771
-11.62,30,153.981332
-13.74,30,154.014481
-11.23,30,154.04736
-13.2,30,154.078352
-13.67,30,154.117011
-14.46,30,154.149728
-13.23,30,154.189977
-14.16,30,154.225088
-11.66,30,154.262225
-12.57,30,154.301332
-12.87,30,154.336304
-14.15,30,154.370555
-12.57,30,154.405445
-12.82,30,154.440198
-14.08,30,154.474511
-13.64,30,154.510088
-13.57,30,154.543888
-12.92,30,154.583299
-14.54,30,154.615945
-14.49,30,154.651221
-13.71,30,154.686347
-13.29,30,154.719368
-12.97,30,154.751901
-13.98,30,154.787137
-13.11,30,154.823533
-12.69,30,156.410056
-13.51,30,156.4433
-13.19,30,156.479618
-12.37,30,156.51556
-13.09,30,156.548212
-13.94,30,156.581818
-13.13,30,156.615094
-12.7,30,156.646536
-12.66,30,156.683175
-13.98,30,156.718195
-14.46,30,156.760648
-14.08,30,156.795662
-14.09,30,156.835054
-14.49,30,156.869321
-12.82,30,156.905853
-13.15,30,156.942044
-13.61,30,156.976087
-13.35,30,157.009892
-14.35,30,157.041938
-13.83,30,157.072879
-12.07,30,157.10547
-14.05,30,157.140674
-13.83,30,157.171768
-14.27,30,157.204334
-11.89,30,157.236113
-13.72,30,157.268025
-12.91,30,157.309411
-13.56,30,157.351269
-13.04,30,157.38842
-14.09,30,157.42449
-13.08,30,157.457976
-13.0,30,157.491314
-12.37,30,157.525529
-13.91,30,157.571603
-12.76,30,157.614554
-14.22,30,157.660604
-13.44,30,157.708572
-13.36,30,157.750982
-12.68,30,157.782421
-13.34,30,157.815695
-13.79,30,157.846901
-14.06,30,157.883719
-12.91,30,157.915263
-14.64,30,157.948824
-14.62,30,157.987584
-13.2,30,158.023147
-12.1,30,158.058592
-13.9,30,158.096979
-12.79,30,158.130723
-14.0,30,158.166023
-13.01,30,158.201183
-13.96,30,158.239097
-14.0,30,158.274078
-13.48,30,158.308064
-14.15,30,158.342494
-13.45,30,158.375474
-14.39,30,158.409169
-11.57,30,158.443875
-14.09,30,158.485676
-13.47,30,158.518977
-14.3,30,158.554265
-13.67,30,158.587199
-12.61,30,158.620481
-11.32,30,158.655839
-12.55,30,158.693828
-13.3,30,158.731215
-12.81,30,158.767303
-14.05,30,158.800266
-14.0,30,160.356457
-14.43,30,160.390701
-13.35,30,160.422424
-13.16,30,160.460139
-13.37,30,160.499081
-12.0,30,160.540871
-12.07,30,160.577949
-13.77,30,160.614895
-13.7,30,160.649271
-14.19,30,160.682801
-13.41,30,160.715945
-12.57,30,160.753036
-14.5,30,160.787737
-14.0,30,160.822015
-13.1,30,160.85411
-13.8,30,160.88847
-13.68,30,160.920922
-13.36,30,160.956019
-13.32,30,160.98986
-13.44,30,161.023169
-14.08,30,161.058965
-14.01,30,161.092983
-13.61,30,161.126108
-13.1,30,161.162778
-13.72,30,161.201317
-13.3,30,161.239708
-14.44,30,161.278856
-12.23,30,161.313267
-14.29,30,161.352726
-12.29,30,161.38777
-13.05,30,161.423995
-14.57,30,161.459361
-13.18,30,161.498226
-13.36,30,161.534308
-13.39,30,161.571106
-11.6,30,161.607676
-13.47,30,161.640112
-14.79,30,161.676469
-11.54,30,161.715535
-13.12,30,161.753726
-12.79,30,161.791355
-13.81,30,161.832208
-12.66,30,161.867255
-14.62,30,161.905318
-13.65,30,161.941441
-13.51,30,161.979457
-12.24,30,162.01535
-12.4,30,162.049167
-14.15,30,162.082208
-13.42,30,162.114572
-13.45,30,162.14905
-12.65,30,162.183409
-11.89,30,162.217664
-13.41,30,162.249181
-12.66,30,162.285582
-13.37,30,162.321095
-12.39,30,162.354173
-13.22,30,162.385311
-12.88,30,162.418915
-13.8,30,162.455678
-14.28,30,162.495833
-12.99,30,162.529955
-13.45,30,162.563997
-12.75,30,162.597466
-14.08,30,162.63263
-13.9,30,162.668272
-13.27,30,162.705499
-14.17,30,162.741029
-13.97,30,164.336038
-12.68,30,164.368106
-14.59,30,164.400307
-13.44,30,164.43349
-12.76,30,164.466554
-13.32,30,164.501019
-12.51,30,164.534621
-13.73,30,164.567583
-13.38,30,164.601619
-13.17,30,164.634745
-14.2,30,164.667114
-13.61,30,164.702667
-13.33,30,164.738745
-13.03,30,164.774539
-13.09,30,164.808352
-14.17,30,164.84073
-12.7,30,164.872886
-12.81,30,164.905144
-12.8,30,164.938531
-12.86,30,164.974315
-13.27,30,165.00789
-13.47,30,165.044289
-13.3,30,165.077396
-14.13,30,165.1106
-13.89,30,165.144942
-13.01,30,165.177478
-13.71,30,165.216604
-13.68,30,165.249792
-14.33,30,165.284021
-13.0,30,165.321208
-11.85,30,165.354916
-12.21,30,165.390054
-12.27,30,165.426209
-12.98,30,165.460751
-14.69,30,165.493372
-14.21,30,165.529378
-13.55,30,165.565036
-14.04,30,165.597033
-11.74,30,165.630174
-13.16,30,165.664466
-12.66,30,165.699599
-12.81,30,165.737713
-12.97,30,165.775496
-11.49,30,165.811326
-14.08,30,165.848902
-13.11,30,165.881274
-14.28,30,165.913674
-12.31,30,165.947788
-14.45,30,165.985071
-12.98,30,166.023018
-14.16,30,166.056155
-14.8,30,166.09033
-11.34,30,166.124198
-13.79,30,166.15791
-13.91,30,166.195994
-13.6,30,166.233477
-13.43,30,166.265986
-13.47,30,166.29794
-14.37,30,166.334559
-13.77,30,166.367683
-13.35,30,166.40126
-14.12,30,166.436141
-13.61,30,166.478024
-13.35,30,166.513027
-12.69,30,166.544501
-14.26,30,166.578108
-13.62,30,166.613134
-14.12,30,166.647539
-12.32,30,166.683055
-14.37,30,168.309071
-12.67,30,168.349275
-13.19,30,168.384871
-13.94,30,168.416176
-13.42,30,168.448567
-13.93,30,168.480662
-14.26,30,168.513651
-12.7,30,168.549108
-13.52,30,168.588226
-13.88,30,168.624919
-12.38,30,168.658639
-11.93,30,168.692239
-13.44,30,168.72435
-13.51,30,168.760905
-13.07,30,168.796548
-13.29,30,168.83051
-14.54,30,168.867125
-12.52,30,168.904908
-11.75,30,168.941702
-13.43,30,168.980983
-13.73,30,169.020054
-13.25,30,169.05543
-13.98,30,169.09607
-13.77,30,169.128844
-12.5,30,169.165226
-11.29,30,169.200795
-12.89,30,169.238202
-13.75,30,169.271509
-13.54,30,169.305882
-12.81,30,169.342038
-14.52,30,169.375036
-12.79,30,169.41174
-14.11,30,169.445188
-12.63,30,169.477969
-12.91,30,169.51571
-12.45,30,169.552041
-11.29,30,169.588224
-13.72,30,169.624177
-13.33,30,169.660481
-13.59,30,169.696618
-12.85,30,169.729503
-13.21,30,169.761963
-11.58,30,169.798706
-12.43,30,169.835564
-12.39,30,169.873899
-13.86,30,169.913723
-12.56,30,169.953351
-13.13,30,169.994293
-12.36,30,170.02656
-13.41,30,170.058525
-12.98,30,170.093191
-13.99,30,170.131816
-13.91,30,170.164326
-13.49,30,170.197647
-11.83,30,170.229442
-14.17,30,170.26306
-12.87,30,170.297834
-13.68,30,170.330664
-13.49,30,170.364248
-12.28,30,170.399609
-12.68,30,170.434012
-14.37,30,170.467684
-14.18,30,170.503804
-13.0,30,170.539475
-14.32,30,170.57468
-14.05,30,170.613739
-13.63,30,170.646485
-14.47,30,170.679227
-14.07,30,172.270054
-13.95,30,172.301062
-13.37,30,172.334116
-13.49,30,172.367067
-12.08,30,172.39812
-13.42,30,172.430886
-12.7,30,172.467956
-12.64,30,172.503937
-13.11,30,172.537088
-13.55,30,172.569968
-13.13,30,172.604319
-14.46,30,172.638726
-11.61,30,172.67269
-13.84,30,172.711979
-12.81,30,172.748964
-11.38,30,172.785442
-14.32,30,172.817353
-13.52,30,172.853555
-12.85,30,172.888625
-13.59,30,172.924483
-13.04,30,172.958529
-14.16,30,172.99653
-13.53,30,173.040578
-14.34,30,173.081622
-12.54,30,173.122578
-11.9,30,173.156518
-13.1,30,173.188297
-12.88,30,173.221608
-12.23,30,173.253258
-14.46,30,173.287373
-13.9,30,173.3222
-14.3,30,173.362766
-13.48,30,173.402881
-13.34,30,173.434244
-13.66,30,173.466912
-13.18,30,173.500525
-12.95,30,173.531217
-13.28,30,173.566506
-12.65,30,173.598468
-14.4,30,173.63574
-13.31,30,173.667152
-13.78,30,173.699564
-13.51,30,173.735757
-13.88,30,173.768173
-13.53,30,173.800522
-13.84,30,173.835361
-14.75,30,173.871751
-11.88,30,173.907871
-13.32,30,173.945859
-14.31,30,173.979304
-14.21,30,174.010988
-14.51,30,174.049876
-13.14,30,174.087443
-13.16,30,174.124299
-13.9,30,174.162395
-12.96,30,174.194443
-14.38,30,174.22707
-14.35,30,174.260213
-12.73,30,174.292377
-13.99,30,174.324472
-13.35,30,174.357919
-13.96,30,174.394749
-12.41,30,174.427648
-13.65,30,174.460041
-11.27,30,174.493128
-13.51,30,174.525143
-12.89,30,174.559059
-13.44,30,174.591735
-13.95,30,176.185503
-13.47,30,176.230047
-14.6,30,176.264563
-12.27,30,176.298328
-14.57,30,176.331909
-12.73,30,176.364908
-13.86,30,176.399374
-12.5,30,176.429935
-13.45,30,176.463123
-12.6,30,176.491863
-13.67,30,176.519985
-13.75,30,176.549675
-13.79,30,176.577347
-13.96,30,176.606503
-12.63,30,176.63351
-13.87,30,176.665515
-14.27,30,176.697271
-12.91,30,176.735424
-13.23,30,176.778186
-13.76,30,176.813014
-13.53,30,176.846095
-13.98,30,176.881168
-12.51,30,176.915722
-12.42,30,176.947481
-13.42,30,176.979617
-13.58,30,177.010904
-13.42,30,177.04281
-14.06,30,177.075891
-12.81,30,177.112663
-13.94,30,177.145315
-13.53,30,177.178517
-13.6,30,177.213263
-14.22,30,177.247779
-13.37,30,177.284665
-14.03,30,177.321688
-13.44,30,177.35824
-12.2,30,177.391649
-13.19,30,177.428463
-13.14,30,177.460979
-13.46,30,177.495717
-13.31,30,177.53117
-14.26,30,177.575021
-13.75,30,177.607701
-12.63,30,177.647403
-14.14,30,177.680768
-14.03,30,177.713432
-12.85,30,177.746895
-12.17,30,177.78257
-12.54,30,177.815827
-11.5,30,177.851566
-13.84,30,177.884932
-12.5,30,177.919942
-12.4,30,177.953338
-13.0,30,177.987516
-14.09,30,178.023151
-12.16,30,178.060143
-13.31,30,178.098507
-13.62,30,178.137828
-13.13,30,178.170901
-11.96,30,178.207114
-11.27,30,178.241812
-14.01,30,178.273569
-12.86,30,178.308542
-13.43,30,178.343738
-12.98,30,178.378219
-12.04,30,178.415357
-14.3,30,178.447885
-13.23,30,178.484147
-14.31,30,178.51571
-12.79,30,180.270093
-13.25,30,180.305889
-12.62,30,180.343093
-13.98,30,180.384324
-14.03,30,180.420592
-13.47,30,180.455872
-13.2,30,180.492076
-12.74,30,180.526833
-13.14,30,180.566288
-13.92,30,180.601765
-14.01,30,180.638808
-14.19,30,180.673346
-14.25,30,180.706424
-14.13,30,180.743867
-13.56,30,180.779312
-10.77,30,180.811323
-13.01,30,180.848255
-12.42,30,180.88685
-13.51,30,180.920499
-12.67,30,180.957367
-13.92,30,180.995671
-13.99,30,181.033978
-13.6,30,181.069348
-13.67,30,181.105004
-14.7,30,181.137416
-14.28,30,181.170345
-13.65,30,181.205157
-14.74,30,181.241849
-11.07,30,181.27473
-13.6,30,181.311848
-12.13,30,181.343763
-13.02,30,181.38208
-13.34,30,181.418203
-13.1,30,181.457258
-14.1,30,181.489913
-13.08,30,181.526168
-13.95,30,181.562025
-13.55,30,181.596705
-14.62,30,181.629931
-12.17,30,181.662627
-13.84,30,181.695056
-13.67,30,181.733314
-14.77,30,181.766439
-13.03,30,181.801031
-12.96,30,181.837808
-11.99,30,181.874437
-12.95,30,181.907899
-13.73,30,181.942977
-14.13,30,181.980335
-12.59,30,182.017955
-13.42,30,182.05553
-13.25,30,182.087017
-13.81,30,182.120938
-13.9,30,182.158947
-13.71,30,182.193289
-13.24,30,182.227925
-14.6,30,182.264773
-12.78,30,182.302544
-12.98,30,182.342967
-14.44,30,182.384057
-13.32,30,182.429782
-13.21,30,182.464077
-13.78,30,182.505212
-13.48,30,182.53952
-11.99,30,182.574328
-12.51,30,182.606433
-13.87,30,182.639667
-13.6,30,182.675928
-14.07,30,184.283835
-14.26,30,184.319989
-13.43,30,184.35433
-13.51,30,184.39097
-14.13,30,184.429859
-13.1,30,184.465087
-13.63,30,184.50177
-13.37,30,184.534117
-13.73,30,184.567417
-13.5,30,184.599783
-13.02,30,184.631037
-14.24,30,184.663278
-12.71,30,184.695614
-13.25,30,184.731273
-12.8,30,184.765543
-12.49,30,184.801612
-13.82,30,184.838344
-12.86,30,184.87407
-12.38,30,184.91045
-14.43,30,184.946456
-12.99,30,184.979116
-13.84,30,185.018768
-14.49,30,185.054787
-12.68,30,185.089838
-13.22,30,185.124777
-13.88,30,185.157638
-12.62,30,185.192185
-13.76,30,185.22633
-13.36,30,185.263325
-13.73,30,185.301716
-14.4,30,185.337301
-12.71,30,185.371532
-13.62,30,185.405903
-14.11,30,185.438121
-13.08,30,185.477948
-13.96,30,185.516934
-14.81,30,185.555173
-14.34,30,185.595446
-13.94,30,185.63459
-12.33,30,185.669928
-12.46,30,185.709661
-12.53,30,185.745486
-13.99,30,185.782079
-13.74,30,185.821006
-13.29,30,185.857404
-13.02,30,185.899194
-12.36,30,185.931644
-14.14,30,185.964798
-11.33,30,185.997095
-14.22,30,186.034739
-13.45,30,186.067553
-11.73,30,186.100661
-13.83,30,186.13594
-12.9,30,186.168652
-13.36,30,186.206069
-14.36,30,186.246877
-13.72,30,186.279389
-13.89,30,186.314105
-13.62,30,186.349276
-14.01,30,186.382457
-13.15,30,186.416292
-14.25,30,186.4519
-13.58,30,186.487631
-13.11,30,186.519786
-13.96,30,186.553205
-13.21,30,186.588487
-14.67,30,186.62252
-13.69,30,186.658388
-13.76,30,188.268798
-14.13,30,188.303786
-12.55,30,188.338972
-13.08,30,188.376822
-13.05,30,188.410264
-14.37,30,188.439953
-13.2,30,188.47621
-14.41,30,188.508065
-13.45,30,188.541493
-12.73,30,188.575012
-13.89,30,188.613983
-13.38,30,188.658012
-12.64,30,188.69994
-14.35,30,188.737184
-14.01,30,188.771381
-12.25,30,188.804286
-12.69,30,188.837161
-12.96,30,188.873225
-12.88,30,188.905086
-14.28,30,188.937458
-13.18,30,188.97587
-13.88,30,189.011519
-14.25,30,189.047572
-11.82,30,189.08302
-12.22,30,189.122264
-12.63,30,189.159025
-13.16,30,189.199154
-13.37,30,189.23827
-12.79,30,189.272728
-12.52,30,189.306938
-14.2,30,189.34349
-13.32,30,189.379154
-13.15,30,189.414318
-13.58,30,189.450486
-13.57,30,189.491557
-13.67,30,189.528348
-13.26,30,189.56714
-14.56,30,189.600775
-13.3,30,189.634897
-13.28,30,189.670136
-13.02,30,189.709343
-13.24,30,189.743477
-13.22,30,189.778131
-12.77,30,189.813644
-14.07,30,189.849113
-13.18,30,189.881893
-13.81,30,189.914402
-14.41,30,189.947831
-13.48,30,189.984683
-13.18,30,190.018162
-13.17,30,190.053516
-13.66,30,190.087165
-13.79,30,190.118904
-12.94,30,190.15041
-12.11,30,190.18203
-12.64,30,190.216573
-14.18,30,190.248981
-13.35,30,190.280925
-14.53,30,190.311617
-13.84,30,190.344678
-13.76,30,190.376533
-12.87,30,190.408361
-14.09,30,190.445739
-13.45,30,190.479642
-14.33,30,190.515218
-13.0,30,190.552166
-13.77,30,190.588173
-13.41,30,190.6228
-13.79,30,192.219259
-13.89,30,192.252117
-12.06,30,192.287259
-12.22,30,192.324348
-13.11,30,192.359975
-12.52,30,192.393971
-13.73,30,192.428462
-14.78,30,192.46642
-13.46,30,192.504404
-13.92,30,192.53883
-14.36,30,192.574219
-13.58,30,192.607286
-13.56,30,192.644573
-13.09,30,192.679413
-13.59,30,192.713053
-14.07,30,192.751654
-14.21,30,192.792955
-14.2,30,192.831327
-13.34,30,192.868288
-11.89,30,192.902777
-14.39,30,192.937834
-12.42,30,192.969576
-15.03,30,193.001502
-12.85,30,193.040145
-13.07,30,193.074821
-12.94,30,193.11359
-12.38,30,193.148065
-13.3,30,193.184336
-13.67,30,193.220911
-11.97,30,193.253602
-12.19,30,193.285609
-13.62,30,193.320587
-13.27,30,193.356746
-13.4,30,193.388788
-12.89,30,193.422294
-12.74,30,193.459823
-13.28,30,193.496737
-13.06,30,193.536346
-13.84,30,193.572248
-13.87,30,193.603717
-13.69,30,193.636542
-13.77,30,193.672938
-13.43,30,193.707006
-12.96,30,193.739801
-11.79,30,193.775558
-12.27,30,193.811675
-14.46,30,193.844018
-13.47,30,193.879457
-12.43,30,193.912708
-12.89,30,193.957208
-13.13,30,193.996378
-14.52,30,194.028325
-13.76,30,194.060155
-14.01,30,194.095117
-13.23,30,194.133176
-13.32,30,194.172184
-13.57,30,194.207588
-13.99,30,194.24532
-13.6,30,194.27912
-13.69,30,194.318112
-14.0,30,194.354336
-13.22,30,194.388225
-13.47,30,194.426929
-13.58,30,194.459399
-12.68,30,194.493872
-14.14,30,194.526744
-12.77,30,194.559808
-13.57,30,194.595236
-13.66,30,194.630593
